SSID,Signal Strength (dBm),MAC address,X Position,Y Position
USTH_Office,-63,b8:50:01:db:75:30,3,-2
USTH_Office,-69,dc:b8:08:4c:3d:e0,3,-2
USTH_Office,-70,dc:b8:08:4c:3d:f0,3,-2
USTH_Office,-71,dc:b8:08:39:4b:80,3,-2
USTH_Office,-75,48:9b:d5:c5:e6:f0,3,-2
USTH_Office,-76,b8:50:01:db:75:20,3,-2
USTH_Office,-77,dc:b8:08:39:2f:30,3,-2
USTH_Office,-83,94:9b:2c:21:7c:70,3,-2
USTH_Office,-83,b8:50:01:db:76:70,3,-2
USTH_Office,-70,94:9b:2c:21:55:c0,3,-2
USTH_Office,-74,48:9b:d5:c5:67:80,3,-2
USTH_Office,-71,dc:b8:08:4c:3d:e0,3,-2
USTH_Office,-67,b8:50:01:db:75:20,3,-2
USTH_Student,-63,b8:50:01:db:75:31,3,-2
USTH_Student,-70,dc:b8:08:4c:3d:f1,3,-2
USTH_Student,-72,b8:50:01:db:75:21,3,-2
USTH_Student,-72,94:9b:2c:21:7c:61,3,-2
USTH_Student,-74,dc:b8:08:4c:3d:e1,3,-2
USTH_Student,-75,48:9b:d5:c5:e6:f1,3,-2
USTH_Student,-80,dc:b8:08:39:2f:31,3,-2
USTH_Student,-83,94:9b:2c:21:7c:71,3,-2
USTH_Student,-84,94:9b:2c:21:55:d1,3,-2
USTH_Student,-84,b8:50:01:db:76:71,3,-2
USTH_Student,-87,dc:b8:08:39:4b:91,3,-2
USTH_Student,-79,dc:b8:08:39:4b:81,3,-2
USTH_Student,-71,94:9b:2c:21:55:c1,3,-2
USTH_Student,-70,94:9b:2c:21:7c:61,3,-2
USTH_Student,-74,48:9b:d5:c5:67:81,3,-2
USTH_Student,-66,dc:b8:08:4c:3d:e1,3,-2
USTH_Student,-68,b8:50:01:db:75:21,3,-2
ICTLab,-83,a8:5b:f7:77:3f:f2,3,-1
ICTLab 5GHz,-83,a8:5b:f7:77:3f:f0,3,-1
ICTLab Guests,-84,a8:5b:f7:77:3f:f1,3,-1
ICTLab Students,-85,a8:5b:f7:77:3f:f3,3,-1
USTH_Guest,-56,48:9b:d5:c5:67:82,3,-1
USTH_Guest,-59,b8:50:01:db:75:32,3,-1
USTH_Guest,-63,b8:50:01:db:75:22,3,-1
USTH_Guest,-65,dc:b8:08:4c:3d:f2,3,-1
USTH_Guest,-70,dc:b8:08:4c:3d:e2,3,-1
USTH_Guest,-72,48:9b:d5:c5:e6:f2,3,-1
USTH_Guest,-76,94:9b:2c:21:55:c2,3,-1
USTH_Guest,-81,dc:b8:08:39:2f:32,3,-1
USTH_Guest,-84,94:9b:2c:21:7c:72,3,-1
USTH_Guest,-86,94:9b:2c:21:55:d2,3,-1
USTH_MGMT,-57,48:9b:d5:c5:67:83,3,-1
USTH_MGMT,-59,b8:50:01:db:75:33,3,-1
USTH_MGMT,-63,b8:50:01:db:75:23,3,-1
USTH_MGMT,-65,dc:b8:08:4c:3d:f3,3,-1
USTH_MGMT,-69,dc:b8:08:4c:3d:e3,3,-1
USTH_MGMT,-72,48:9b:d5:c5:e6:f3,3,-1
USTH_MGMT,-74,dc:b8:08:39:4b:83,3,-1
USTH_MGMT,-76,94:9b:2c:21:55:c3,3,-1
USTH_MGMT,-78,dc:b8:08:39:2f:33,3,-1
USTH_MGMT,-84,94:9b:2c:21:7c:73,3,-1
USTH_MGMT,-85,b8:50:01:db:76:73,3,-1
USTH_MGMT,-88,dc:b8:08:39:4b:93,3,-1
USTH_Office,-57,b8:50:01:db:75:30,3,-1
USTH_Office,-61,b8:50:01:db:75:20,3,-1
USTH_Office,-67,dc:b8:08:4c:3d:f0,3,-1
USTH_Office,-70,dc:b8:08:4c:3d:e0,3,-1
USTH_Office,-72,48:9b:d5:c5:e6:f0,3,-1
USTH_Office,-76,94:9b:2c:21:55:c0,3,-1
USTH_Office,-80,dc:b8:08:39:2f:30,3,-1
USTH_Office,-84,94:9b:2c:21:7c:70,3,-1
USTH_Office,-89,dc:b8:08:39:4b:90,3,-1
USTH_Student,-59,b8:50:01:db:75:31,3,-1
USTH_Student,-61,b8:50:01:db:75:21,3,-1
USTH_Student,-65,dc:b8:08:4c:3d:f1,3,-1
USTH_Student,-72,48:9b:d5:c5:e6:f1,3,-1
USTH_Student,-76,94:9b:2c:21:55:c1,3,-1
USTH_Student,-79,dc:b8:08:39:2f:31,3,-1
USTH_Student,-80,dc:b8:08:4c:3d:e1,3,-1
USTH_Student,-83,94:9b:2c:21:7c:71,3,-1
USTH_Student,-84,94:9b:2c:21:55:d1,3,-1
USTH_Student,-88,dc:b8:08:39:4b:91,3,-1
ICTLab,-79,a8:5b:f7:77:3f:f2,3,0
ICTLab 5GHz,-79,a8:5b:f7:77:3f:f0,3,0
ICTLab Guests,-79,a8:5b:f7:77:3f:f1,3,0
ICTLab Students,-79,a8:5b:f7:77:3f:e3,3,0
ICTLab Students,-80,a8:5b:f7:77:3f:f3,3,0
USTH_Guest,-66,dc:b8:08:4c:3d:e2,3,0
USTH_Guest,-75,b8:50:01:db:75:22,3,0
USTH_Guest,-64,b8:50:01:db:75:32,3,0
USTH_Guest,-65,b8:50:01:db:75:22,3,0
USTH_Guest,-69,48:9b:d5:c5:67:82,3,0
USTH_Guest,-70,dc:b8:08:4c:3d:f2,3,0
USTH_Guest,-72,dc:b8:08:4c:3d:e2,3,0
USTH_Guest,-73,48:9b:d5:c5:e6:f2,3,0
USTH_Guest,-74,dc:b8:08:39:2f:22,3,0
USTH_Guest,-76,dc:b8:08:39:2f:32,3,0
USTH_Guest,-77,94:9b:2c:21:7c:72,3,0
USTH_Guest,-77,94:9b:2c:21:55:c2,3,0
USTH_Guest,-82,dc:b8:08:39:4b:82,3,0
USTH_Guest,-85,94:9b:2c:21:55:d2,3,0
USTH_Guest,-86,dc:b8:08:39:4b:92,3,0
USTH_MGMT,-66,dc:b8:08:4c:3d:e3,3,0
USTH_MGMT,-74,b8:50:01:db:75:23,3,0
USTH_MGMT,-63,b8:50:01:db:75:23,3,0
USTH_MGMT,-64,b8:50:01:db:75:33,3,0
USTH_MGMT,-69,48:9b:d5:c5:67:83,3,0
USTH_MGMT,-71,dc:b8:08:4c:3d:f3,3,0
USTH_MGMT,-72,dc:b8:08:4c:3d:e3,3,0
USTH_MGMT,-73,48:9b:d5:c5:e6:f3,3,0
USTH_MGMT,-74,94:9b:2c:21:7c:73,3,0
USTH_MGMT,-76,dc:b8:08:39:2f:33,3,0
USTH_MGMT,-81,dc:b8:08:39:4b:83,3,0
USTH_MGMT,-83,b8:50:01:db:76:73,3,0
USTH_Office,-69,dc:b8:08:4c:3d:e0,3,0
USTH_Office,-75,b8:50:01:db:75:20,3,0
USTH_Office,-61,b8:50:01:db:75:30,3,0
USTH_Office,-64,b8:50:01:db:75:20,3,0
USTH_Office,-68,48:9b:d5:c5:67:80,3,0
USTH_Office,-70,dc:b8:08:4c:3d:f0,3,0
USTH_Office,-73,48:9b:d5:c5:e6:f0,3,0
USTH_Office,-76,dc:b8:08:39:2f:30,3,0
USTH_Office,-76,94:9b:2c:21:7c:70,3,0
USTH_Office 1,-83,4c:12:e8:09:f2:f0,3,0
USTH_Student,-73,dc:b8:08:4c:3d:e1,3,0
USTH_Student,-75,b8:50:01:db:75:21,3,0
USTH_Student,-64,b8:50:01:db:75:31,3,0
USTH_Student,-64,b8:50:01:db:75:21,3,0
USTH_Student,-67,48:9b:d5:c5:67:81,3,0
USTH_Student,-70,dc:b8:08:4c:3d:f1,3,0
USTH_Student,-73,dc:b8:08:4c:3d:e1,3,0
USTH_Student,-73,48:9b:d5:c5:e6:f1,3,0
USTH_Student,-76,94:9b:2c:21:7c:71,3,0
USTH_Student,-76,dc:b8:08:39:2f:31,3,0
USTH_Student,-78,94:9b:2c:21:55:c1,3,0
USTH_Student,-87,dc:b8:08:39:4b:91,3,0
ICTLab,-84,a8:5b:f7:77:3f:f2,3,1
ICTLab 5GHz,-83,a8:5b:f7:77:3f:f0,3,1
ICTLab Guests,-84,a8:5b:f7:77:3f:f1,3,1
ICTLab Students,-84,a8:5b:f7:77:3f:e3,3,1
ICTLab Students,-85,a8:5b:f7:77:3f:f3,3,1
USTH_Guest,-65,dc:b8:08:39:4b:82,3,1
USTH_Guest,-65,48:9b:d5:c5:67:82,3,1
USTH_Guest,-70,dc:b8:08:4c:3d:e2,3,1
USTH_Guest,-66,48:9b:d5:c5:e6:f2,3,1
USTH_Guest,-68,b8:50:01:db:75:22,3,1
USTH_Guest,-69,dc:b8:08:4c:3d:f2,3,1
USTH_Guest,-70,dc:b8:08:4c:3d:e2,3,1
USTH_Guest,-73,b8:50:01:db:75:32,3,1
USTH_Guest,-80,dc:b8:08:39:2f:32,3,1
USTH_Guest,-82,b8:50:01:db:76:72,3,1
USTH_Guest,-86,94:9b:2c:21:7c:72,3,1
USTH_Guest,-87,dc:b8:08:39:4b:92,3,1
USTH_MGMT,-66,48:9b:d5:c5:67:83,3,1
USTH_MGMT,-72,dc:b8:08:4c:3d:e3,3,1
USTH_MGMT,-65,48:9b:d5:c5:e6:f3,3,1
USTH_MGMT,-68,b8:50:01:db:75:23,3,1
USTH_MGMT,-69,dc:b8:08:4c:3d:f3,3,1
USTH_MGMT,-69,dc:b8:08:4c:3d:e3,3,1
USTH_MGMT,-72,b8:50:01:db:75:33,3,1
USTH_MGMT,-80,dc:b8:08:39:2f:33,3,1
USTH_MGMT,-81,b8:50:01:db:76:73,3,1
USTH_MGMT,-81,94:9b:2c:21:73:63,3,1
USTH_MGMT,-83,dc:b8:08:39:2f:23,3,1
USTH_MGMT,-83,b8:50:01:db:76:63,3,1
USTH_MGMT,-84,94:9b:2c:21:55:c3,3,1
USTH_MGMT,-86,94:9b:2c:21:7c:73,3,1
USTH_MGMT,-86,dc:b8:08:39:4b:93,3,1
USTH_Office,-64,dc:b8:08:39:4b:80,3,1
USTH_Office,-64,48:9b:d5:c5:67:80,3,1
USTH_Office,-71,dc:b8:08:4c:3d:e0,3,1
USTH_Office,-61,48:9b:d5:c5:67:80,3,1
USTH_Office,-65,48:9b:d5:c5:e6:f0,3,1
USTH_Office,-68,dc:b8:08:4c:3d:e0,3,1
USTH_Office,-70,b8:50:01:db:75:20,3,1
USTH_Office,-71,dc:b8:08:4c:3d:f0,3,1
USTH_Office,-72,b8:50:01:db:75:30,3,1
USTH_Office,-80,dc:b8:08:39:2f:30,3,1
USTH_Office,-81,b8:50:01:db:76:70,3,1
USTH_Office,-85,94:9b:2c:21:7c:70,3,1
USTH_Office,-87,dc:b8:08:39:4b:90,3,1
USTH_Office 2,-82,d8:0d:17:a1:0d:3c,3,1
USTH_Student,-81,94:9b:2c:21:7c:61,3,1
USTH_Student,-68,48:9b:d5:c5:67:81,3,1
USTH_Student,-70,dc:b8:08:4c:3d:e1,3,1
USTH_Student,-73,b8:50:01:db:75:21,3,1
USTH_Student,-68,b8:50:01:db:75:21,3,1
USTH_Student,-70,dc:b8:08:4c:3d:f1,3,1
USTH_Student,-73,b8:50:01:db:75:31,3,1
USTH_Student,-80,dc:b8:08:39:2f:31,3,1
USTH_Student,-82,b8:50:01:db:76:71,3,1
USTH_Student,-86,dc:b8:08:39:4b:91,3,1
USTH_Student,-87,94:9b:2c:21:7c:71,3,1
USTH-Rector Board,-72,78:44:76:99:47:38,3,1
ICTLab,-80,a8:5b:f7:77:3f:e2,3,2
ICTLab,-81,a8:5b:f7:77:3f:f2,3,2
ICTLab 5GHz,-81,a8:5b:f7:77:3f:f0,3,2
ICTLab Guests,-82,a8:5b:f7:77:3f:f1,3,2
ICTLab Students,-81,a8:5b:f7:77:3f:f3,3,2
USTH_Guest,-61,48:9b:d5:c5:67:82,3,2
USTH_Guest,-68,dc:b8:08:4c:3d:e2,3,2
USTH_Guest,-74,b8:50:01:db:75:22,3,2
USTH_Guest,-72,dc:b8:08:39:2f:22,3,2
USTH_Guest,-51,48:9b:d5:c5:e6:f2,3,2
USTH_Guest,-63,dc:b8:08:4c:3d:f2,3,2
USTH_Guest,-66,b8:50:01:db:75:32,3,2
USTH_Guest,-71,dc:b8:08:39:2f:32,3,2
USTH_Guest,-73,b8:50:01:db:75:22,3,2
USTH_Guest,-73,dc:b8:08:39:2f:22,3,2
USTH_Guest,-76,b8:50:01:db:76:72,3,2
USTH_Guest,-80,94:9b:2c:21:7c:72,3,2
USTH_Guest,-83,dc:b8:08:4c:46:62,3,2
USTH_MGMT,-60,48:9b:d5:c5:67:83,3,2
USTH_MGMT,-67,94:9b:2c:21:7c:63,3,2
USTH_MGMT,-65,dc:b8:08:4c:3d:e3,3,2
USTH_MGMT,-72,dc:b8:08:39:2f:23,3,2
USTH_MGMT,-79,b8:50:01:db:75:23,3,2
USTH_MGMT,-50,48:9b:d5:c5:e6:f3,3,2
USTH_MGMT,-65,dc:b8:08:4c:3d:e3,3,2
USTH_MGMT,-66,b8:50:01:db:75:33,3,2
USTH_MGMT,-66,dc:b8:08:4c:3d:f3,3,2
USTH_MGMT,-70,b8:50:01:db:75:23,3,2
USTH_MGMT,-71,dc:b8:08:39:2f:33,3,2
USTH_MGMT,-72,b8:50:01:db:76:63,3,2
USTH_MGMT,-73,dc:b8:08:39:2f:23,3,2
USTH_MGMT,-75,b8:50:01:db:76:73,3,2
USTH_MGMT,-81,94:9b:2c:21:7c:73,3,2
USTH_MGMT,-86,94:9b:2c:21:55:d3,3,2
USTH_MGMT,-87,dc:b8:08:39:4b:93,3,2
USTH_Office,-65,48:9b:d5:c5:67:80,3,2
USTH_Office,-68,dc:b8:08:4c:3d:e0,3,2
USTH_Office,-80,b8:50:01:db:76:60,3,2
USTH_Office,-71,dc:b8:08:39:2f:20,3,2
USTH_Office,-74,b8:50:01:db:75:20,3,2
USTH_Office,-50,48:9b:d5:c5:e6:f0,3,2
USTH_Office,-59,48:9b:d5:c5:67:80,3,2
USTH_Office,-63,dc:b8:08:4c:3d:f0,3,2
USTH_Office,-66,b8:50:01:db:75:30,3,2
USTH_Office,-71,dc:b8:08:39:2f:30,3,2
USTH_Office,-71,dc:b8:08:39:2f:20,3,2
USTH_Office,-72,b8:50:01:db:75:20,3,2
USTH_Office,-75,b8:50:01:db:76:70,3,2
USTH_Office,-80,94:9b:2c:21:7c:70,3,2
USTH_Office 1 5g,-86,4c:12:e8:09:f2:f1,3,2
USTH_Student,-69,94:9b:2c:21:7c:61,3,2
USTH_Student,-61,48:9b:d5:c5:67:81,3,2
USTH_Student,-66,dc:b8:08:4c:3d:e1,3,2
USTH_Student,-70,b8:50:01:db:75:21,3,2
USTH_Student,-73,dc:b8:08:39:2f:21,3,2
USTH_Student,-52,48:9b:d5:c5:e6:f1,3,2
USTH_Student,-58,48:9b:d5:c5:67:81,3,2
USTH_Student,-64,dc:b8:08:4c:3d:f1,3,2
USTH_Student,-66,b8:50:01:db:75:31,3,2
USTH_Student,-70,b8:50:01:db:75:21,3,2
USTH_Student,-71,dc:b8:08:39:2f:31,3,2
USTH_Student,-72,dc:b8:08:39:2f:21,3,2
USTH_Student,-75,b8:50:01:db:76:71,3,2
USTH_Student,-80,94:9b:2c:21:7c:71,3,2
USTH_Student,-80,94:9b:2c:21:73:61,3,2
USTH_Student,-86,dc:b8:08:39:4b:91,3,2
USTH_Student,-88,94:9b:2c:21:55:d1,3,2
USTH-Rector Board,-75,78:44:76:99:47:38,3,2
ICTLab,-85,a8:5b:f7:77:3f:f2,3,3
ICTLab 5GHz,-84,a8:5b:f7:77:3f:f0,3,3
ICTLab 5GHz,-88,a8:5b:f7:77:3f:e0,3,3
ICTLab Guests,-84,a8:5b:f7:77:3f:f1,3,3
ICTLab Students,-84,a8:5b:f7:77:3f:f3,3,3
USTH_404_5G,-84,28:6c:07:c7:26:04,3,3
USTH_Guest,-73,dc:b8:08:39:4b:82,3,3
USTH_Guest,-54,48:9b:d5:c5:67:82,3,3
USTH_Guest,-74,94:9b:2c:21:7c:62,3,3
USTH_Guest,-70,dc:b8:08:4c:3d:e2,3,3
USTH_Guest,-80,b8:50:01:db:75:22,3,3
USTH_Guest,-51,48:9b:d5:c5:67:82,3,3
USTH_Guest,-56,48:9b:d5:c5:e6:f2,3,3
USTH_Guest,-61,dc:b8:08:4c:3d:f2,3,3
USTH_Guest,-65,dc:b8:08:4c:3d:e2,3,3
USTH_Guest,-74,b8:50:01:db:75:32,3,3
USTH_Guest,-75,b8:50:01:db:75:22,3,3
USTH_Guest,-80,dc:b8:08:39:2f:32,3,3
USTH_Guest,-83,94:9b:2c:21:7c:72,3,3
USTH_Guest,-85,b8:50:01:db:76:72,3,3
USTH_MGMT,-78,dc:b8:08:39:4b:83,3,3
USTH_MGMT,-54,48:9b:d5:c5:67:83,3,3
USTH_MGMT,-71,dc:b8:08:4c:3d:e3,3,3
USTH_MGMT,-77,b8:50:01:db:75:23,3,3
USTH_MGMT,-83,94:9b:2c:21:73:63,3,3
USTH_MGMT,-51,48:9b:d5:c5:67:83,3,3
USTH_MGMT,-56,48:9b:d5:c5:e6:f3,3,3
USTH_MGMT,-61,dc:b8:08:4c:3d:f3,3,3
USTH_MGMT,-65,dc:b8:08:4c:3d:e3,3,3
USTH_MGMT,-74,b8:50:01:db:75:33,3,3
USTH_MGMT,-76,b8:50:01:db:75:23,3,3
USTH_MGMT,-77,dc:b8:08:39:2f:33,3,3
USTH_MGMT,-85,b8:50:01:db:76:73,3,3
USTH_MGMT,-86,94:9b:2c:21:7c:73,3,3
USTH_MGMT,-88,dc:b8:08:39:4b:93,3,3
USTH_MGMT,-89,94:9b:2c:21:73:63,3,3
USTH_Office,-54,48:9b:d5:c5:67:80,3,3
USTH_Office,-69,dc:b8:08:4c:3d:e0,3,3
USTH_Office,-73,b8:50:01:db:75:20,3,3
USTH_Office,-50,48:9b:d5:c5:67:80,3,3
USTH_Office,-56,48:9b:d5:c5:e6:f0,3,3
USTH_Office,-61,dc:b8:08:4c:3d:f0,3,3
USTH_Office,-66,dc:b8:08:4c:3d:e0,3,3
USTH_Office,-74,b8:50:01:db:75:30,3,3
USTH_Office,-75,b8:50:01:db:75:20,3,3
USTH_Office,-79,dc:b8:08:39:2f:30,3,3
USTH_Office,-85,b8:50:01:db:76:70,3,3
USTH_Office,-85,94:9b:2c:21:7c:70,3,3
USTH_Student,-75,dc:b8:08:39:4b:81,3,3
USTH_Student,-76,94:9b:2c:21:7c:61,3,3
USTH_Student,-48,48:9b:d5:c5:67:81,3,3
USTH_Student,-70,dc:b8:08:4c:3d:e1,3,3
USTH_Student,-77,b8:50:01:db:75:21,3,3
USTH_Student,-50,48:9b:d5:c5:67:81,3,3
USTH_Student,-54,48:9b:d5:c5:e6:f1,3,3
USTH_Student,-62,dc:b8:08:4c:3d:f1,3,3
USTH_Student,-66,dc:b8:08:4c:3d:e1,3,3
USTH_Student,-74,b8:50:01:db:75:31,3,3
USTH_Student,-75,b8:50:01:db:75:21,3,3
USTH_Student,-80,dc:b8:08:39:2f:31,3,3
USTH_Student,-85,b8:50:01:db:76:71,3,3
USTH_Student,-86,94:9b:2c:21:7c:71,3,3
USTH_Guest,-70,48:9b:d5:c5:67:82,4,-7
USTH_Guest,-77,dc:b8:08:4c:3d:f2,4,-7
USTH_Guest,-77,dc:b8:08:4c:3d:e2,4,-7
USTH_Guest,-78,b8:50:01:db:75:32,4,-7
USTH_Guest,-79,48:9b:d5:c5:e6:f2,4,-7
USTH_Guest,-89,dc:b8:08:39:2f:32,4,-7
USTH_Guest,-77,b8:50:01:db:75:22,4,-7
USTH_MGMT,-77,dc:b8:08:4c:3d:f3,4,-7
USTH_MGMT,-78,b8:50:01:db:75:33,4,-7
USTH_MGMT,-79,48:9b:d5:c5:e6:f3,4,-7
USTH_MGMT,-81,dc:b8:08:4c:3d:e3,4,-7
USTH_MGMT,-90,dc:b8:08:39:2f:33,4,-7
USTH_MGMT,-78,dc:b8:08:4c:3d:e3,4,-7
USTH_MGMT,-77,b8:50:01:db:75:23,4,-7
USTH_Office,-69,48:9b:d5:c5:67:80,4,-7
USTH_Office,-77,dc:b8:08:4c:3d:f0,4,-7
USTH_Office,-77,b8:50:01:db:75:30,4,-7
USTH_Office,-79,48:9b:d5:c5:e6:f0,4,-7
USTH_Office,-89,dc:b8:08:39:2f:30,4,-7
USTH_Office,-81,dc:b8:08:39:4b:80,4,-7
USTH_Office,-74,48:9b:d5:c5:67:80,4,-7
USTH_Office,-78,b8:50:01:db:75:20,4,-7
USTH_Student,-69,48:9b:d5:c5:67:81,4,-7
USTH_Student,-76,dc:b8:08:4c:3d:f1,4,-7
USTH_Student,-77,b8:50:01:db:75:31,4,-7
USTH_Student,-79,48:9b:d5:c5:e6:f1,4,-7
USTH_Student,-82,dc:b8:08:4c:3d:e1,4,-7
USTH_Student,-88,dc:b8:08:39:2f:31,4,-7
USTH_Student,-74,48:9b:d5:c5:67:81,4,-7
USTH_Student,-77,b8:50:01:db:75:21,4,-7
USTH-Rector Board,-85,78:44:76:99:47:38,4,-7
ICTLab,-88,a8:5b:f7:77:3f:f2,4,-6
ICTLab 5GHz,-88,a8:5b:f7:77:3f:f0,4,-6
ICTLab Guests,-87,a8:5b:f7:77:3f:f1,4,-6
ICTLab Students,-88,a8:5b:f7:77:3f:f3,4,-6
USTH_Guest,-70,48:9b:d5:c5:e6:f2,4,-6
USTH_Guest,-72,48:9b:d5:c5:67:82,4,-6
USTH_Guest,-73,dc:b8:08:4c:3d:f2,4,-6
USTH_Guest,-75,b8:50:01:db:75:32,4,-6
USTH_Guest,-80,b8:50:01:db:75:22,4,-6
USTH_Guest,-82,dc:b8:08:4c:3d:e2,4,-6
USTH_Guest,-88,dc:b8:08:39:2f:32,4,-6
USTH_Guest,-88,94:9b:2c:21:55:d2,4,-6
USTH_Guest,-68,48:9b:d5:c5:67:82,4,-6
USTH_Guest,-80,94:9b:2c:21:55:c2,4,-6
USTH_Guest,-75,dc:b8:08:4c:3d:e2,4,-6
USTH_Guest,-76,b8:50:01:db:75:22,4,-6
USTH_MGMT,-69,48:9b:d5:c5:e6:f3,4,-6
USTH_MGMT,-73,dc:b8:08:4c:3d:f3,4,-6
USTH_MGMT,-73,48:9b:d5:c5:67:83,4,-6
USTH_MGMT,-75,b8:50:01:db:75:33,4,-6
USTH_MGMT,-79,b8:50:01:db:75:23,4,-6
USTH_MGMT,-81,dc:b8:08:4c:3d:e3,4,-6
USTH_MGMT,-85,dc:b8:08:39:2f:33,4,-6
USTH_MGMT,-67,48:9b:d5:c5:67:83,4,-6
USTH_MGMT,-79,dc:b8:08:4c:3d:e3,4,-6
USTH_MGMT,-76,b8:50:01:db:75:23,4,-6
USTH_Office,-70,48:9b:d5:c5:e6:f0,4,-6
USTH_Office,-72,48:9b:d5:c5:67:80,4,-6
USTH_Office,-74,dc:b8:08:4c:3d:f0,4,-6
USTH_Office,-75,b8:50:01:db:75:30,4,-6
USTH_Office,-76,b8:50:01:db:75:20,4,-6
USTH_Office,-81,dc:b8:08:4c:3d:e0,4,-6
USTH_Office,-84,dc:b8:08:39:2f:30,4,-6
USTH_Office,-88,94:9b:2c:21:55:d0,4,-6
USTH_Office,-66,48:9b:d5:c5:67:80,4,-6
USTH_Office,-74,b8:50:01:db:75:20,4,-6
USTH_Student,-72,48:9b:d5:c5:e6:f1,4,-6
USTH_Student,-72,48:9b:d5:c5:67:81,4,-6
USTH_Student,-73,dc:b8:08:4c:3d:f1,4,-6
USTH_Student,-75,b8:50:01:db:75:31,4,-6
USTH_Student,-77,b8:50:01:db:75:21,4,-6
USTH_Student,-81,dc:b8:08:4c:3d:e1,4,-6
USTH_Student,-86,dc:b8:08:39:2f:31,4,-6
USTH_Student,-67,48:9b:d5:c5:67:81,4,-6
USTH-Rector Board,-77,78:44:76:99:47:38,4,-6
ICTLab,-86,a8:5b:f7:77:3f:f2,4,-5
ICTLab 5GHz,-87,a8:5b:f7:77:3f:f0,4,-5
ICTLab Guests,-86,a8:5b:f7:77:3f:f1,4,-5
ICTLab Students,-87,a8:5b:f7:77:3f:f3,4,-5
USTH_Guest,-71,dc:b8:08:4c:3d:f2,4,-5
USTH_Guest,-72,b8:50:01:db:75:32,4,-5
USTH_Guest,-75,48:9b:d5:c5:e6:f2,4,-5
USTH_Guest,-83,dc:b8:08:39:4b:82,4,-5
USTH_Guest,-87,94:9b:2c:21:55:d2,4,-5
USTH_Guest,-87,94:9b:2c:21:7c:72,4,-5
USTH_Guest,-88,dc:b8:08:39:2f:32,4,-5
USTH_Guest,-71,48:9b:d5:c5:67:82,4,-5
USTH_Guest,-72,dc:b8:08:4c:3d:e2,4,-5
USTH_Guest,-74,b8:50:01:db:75:22,4,-5
USTH_MGMT,-71,dc:b8:08:4c:3d:f3,4,-5
USTH_MGMT,-73,b8:50:01:db:75:33,4,-5
USTH_MGMT,-75,48:9b:d5:c5:e6:f3,4,-5
USTH_MGMT,-82,94:9b:2c:21:7c:63,4,-5
USTH_MGMT,-87,dc:b8:08:39:2f:33,4,-5
USTH_MGMT,-87,b8:50:01:db:76:73,4,-5
USTH_MGMT,-87,94:9b:2c:21:55:d3,4,-5
USTH_MGMT,-68,48:9b:d5:c5:67:83,4,-5
USTH_MGMT,-80,94:9b:2c:21:55:c3,4,-5
USTH_MGMT,-73,dc:b8:08:4c:3d:e3,4,-5
USTH_MGMT,-75,b8:50:01:db:75:23,4,-5
USTH_MGMT,-83,b8:50:01:db:76:63,4,-5
USTH_Office,-71,dc:b8:08:4c:3d:f0,4,-5
USTH_Office,-72,b8:50:01:db:75:30,4,-5
USTH_Office,-74,48:9b:d5:c5:e6:f0,4,-5
USTH_Office,-86,94:9b:2c:21:55:d0,4,-5
USTH_Office,-87,dc:b8:08:39:2f:30,4,-5
USTH_Office,-90,dc:b8:08:4e:6d:f0,4,-5
USTH_Office,-70,48:9b:d5:c5:67:80,4,-5
USTH_Office,-74,dc:b8:08:4c:3d:e0,4,-5
USTH_Office,-75,b8:50:01:db:75:20,4,-5
USTH_Student,-74,dc:b8:08:4c:3d:f1,4,-5
USTH_Student,-72,b8:50:01:db:75:31,4,-5
USTH_Student,-74,48:9b:d5:c5:e6:f1,4,-5
USTH_Student,-75,dc:b8:08:4c:3d:e1,4,-5
USTH_Student,-86,dc:b8:08:39:2f:31,4,-5
USTH_Student,-87,94:9b:2c:21:55:d1,4,-5
USTH_Student,-75,94:9b:2c:21:7c:61,4,-5
USTH_Student,-71,48:9b:d5:c5:67:81,4,-5
USTH_Student,-71,dc:b8:08:4c:3d:e1,4,-5
USTH_Student,-77,b8:50:01:db:75:21,4,-5
ICTLab,-89,a8:5b:f7:77:3f:f2,4,-4
ICTLab 5GHz,-89,a8:5b:f7:77:3f:f0,4,-4
ICTLab Guests,-89,a8:5b:f7:77:3f:f1,4,-4
ICTLab Students,-90,a8:5b:f7:77:3f:f3,4,-4
USTH_Guest,-71,dc:b8:08:4c:3d:f2,4,-4
USTH_Guest,-71,dc:b8:08:4c:3d:e2,4,-4
USTH_Guest,-72,b8:50:01:db:75:32,4,-4
USTH_Guest,-72,b8:50:01:db:75:22,4,-4
USTH_Guest,-76,48:9b:d5:c5:e6:f2,4,-4
USTH_Guest,-78,94:9b:2c:21:7c:62,4,-4
USTH_Guest,-81,94:9b:2c:21:55:d2,4,-4
USTH_Guest,-82,dc:b8:08:39:2f:32,4,-4
USTH_Guest,-87,b8:50:01:db:76:72,4,-4
USTH_Guest,-77,dc:b8:08:4c:3d:e2,4,-4
USTH_Guest,-75,b8:50:01:db:75:22,4,-4
USTH_MGMT,-70,dc:b8:08:4c:3d:e3,4,-4
USTH_MGMT,-72,b8:50:01:db:75:33,4,-4
USTH_MGMT,-72,b8:50:01:db:75:23,4,-4
USTH_MGMT,-73,48:9b:d5:c5:67:83,4,-4
USTH_MGMT,-75,dc:b8:08:4c:3d:f3,4,-4
